age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
42.0,4.0,1.0,6.0,0.0,0.0,0.0,1.0,4.0,1.0,1677.0,1.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0
62.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,563.0,4.0,4.0,3.0,2.0,-1.7,94.055,-39.8,0.754,4991.6
26.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,10.0,4.0,338.0,1.0,7.0,1.0,2.0,-3.4,92.649,-30.1,0.7140000000000001,5017.5
38.0,9.0,1.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,186.0,1.0,999.0,1.0,0.0,-1.8,92.893,-46.2,1.3130000000000002,5099.1
31.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,6.0,0.0,202.0,4.0,999.0,0.0,1.0,-2.9,92.469,-33.6,1.048,5076.2
39.0,4.0,1.0,6.0,0.0,0.0,0.0,1.0,5.0,0.0,721.0,3.0,999.0,0.0,1.0,1.4,94.465,-41.8,4.96,5228.1
24.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,8.0,3.0,303.0,1.0,999.0,1.0,0.0,-1.1,94.199,-37.5,0.879,4963.6
36.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,170.0,1.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.856,5191.0
35.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,291.0,3.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.354,5099.1
31.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,3.0,634.0,1.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.963,5228.1
33.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,2.0,729.0,2.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.963,5228.1
55.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,6.0,2.0,120.0,2.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.963,5228.1
30.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,4.0,4.0,485.0,1.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.25,5099.1
25.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,3.0,0.0,120.0,1.0,999.0,0.0,1.0,-1.8,93.075,-47.1,1.405,5099.1
52.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,917.0,2.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.965,5228.1
48.0,7.0,1.0,0.0,,1.0,0.0,0.0,7.0,1.0,436.0,1.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.965,5228.1
33.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,5.0,1.0,16.0,3.0,999.0,0.0,1.0,1.4,94.465,-41.8,4.961,5228.1
38.0,9.0,2.0,5.0,0.0,0.0,0.0,1.0,4.0,4.0,214.0,2.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.855,5191.0
43.0,9.0,1.0,5.0,0.0,1.0,0.0,0.0,10.0,0.0,294.0,1.0,999.0,0.0,1.0,-0.1,93.2,-42.0,4.191,5195.8
42.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,4.0,1.0,1297.0,3.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0
47.0,5.0,2.0,1.0,,1.0,0.0,0.0,6.0,0.0,145.0,2.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.962,5228.1
45.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,4.0,49.0,1.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.962,5228.1
33.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,7.0,2.0,62.0,4.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.964,5228.1
45.0,1.0,1.0,0.0,,0.0,0.0,0.0,6.0,1.0,791.0,5.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.961,5228.1
34.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,957.0,2.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.327,5099.1
37.0,10.0,1.0,5.0,,0.0,0.0,1.0,4.0,3.0,746.0,1.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.86,5191.0
27.0,8.0,2.0,6.0,0.0,1.0,0.0,0.0,6.0,3.0,747.0,1.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.958,5228.1
44.0,7.0,1.0,3.0,0.0,1.0,0.0,1.0,4.0,1.0,1030.0,1.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0
59.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,82.0,3.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.962,5228.1
29.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,10.0,3.0,72.0,3.0,999.0,0.0,1.0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
49.0,4.0,1.0,6.0,0.0,1.0,0.0,0.0,5.0,0.0,339.0,1.0,999.0,0.0,1.0,-2.9,92.963,-40.8,1.266,5076.2
35.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,3.0,3.0,330.0,1.0,10.0,1.0,2.0,-1.8,93.749,-34.6,0.644,5008.7
34.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,540.0,1.0,999.0,0.0,1.0,1.4,94.465,-41.8,4.961,5228.1
33.0,7.0,1.0,3.0,0.0,1.0,0.0,1.0,4.0,4.0,211.0,2.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.859,5191.0
46.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1422.0,2.0,999.0,0.0,1.0,-1.8,93.075,-47.1,1.405,5099.1
60.0,4.0,1.0,6.0,0.0,0.0,0.0,1.0,5.0,0.0,526.0,2.0,999.0,0.0,1.0,1.4,94.465,-41.8,4.865,5228.1
33.0,10.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,2.0,1321.0,2.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.859,5191.0
43.0,9.0,2.0,6.0,0.0,1.0,0.0,0.0,6.0,3.0,201.0,1.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.958,5228.1
34.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,3.0,91.0,3.0,999.0,0.0,1.0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
49.0,1.0,1.0,2.0,,1.0,0.0,0.0,7.0,3.0,1877.0,3.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.963,5228.1
43.0,7.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,77.0,1.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0
57.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,469.0,1.0,999.0,0.0,1.0,-1.8,93.075,-47.1,1.415,5099.1
53.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,5.0,3.0,1603.0,10.0,999.0,0.0,1.0,-2.9,92.963,-40.8,1.235,5076.2
35.0,1.0,1.0,0.0,,0.0,0.0,1.0,4.0,2.0,36.0,1.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0
35.0,7.0,2.0,3.0,0.0,0.0,1.0,0.0,4.0,3.0,195.0,2.0,999.0,1.0,0.0,-1.8,92.893,-46.2,1.327,5099.1
35.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,169.0,2.0,999.0,0.0,1.0,-0.1,93.2,-42.0,4.1530000000000005,5195.8
34.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,241.0,1.0,6.0,1.0,2.0,-1.8,93.369,-34.8,0.652,5008.7
29.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,10.0,4.0,176.0,2.0,7.0,2.0,2.0,-3.4,92.649,-30.1,0.7140000000000001,5017.5
35.0,7.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,4.0,1349.0,5.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0
25.0,10.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,436.0,2.0,6.0,1.0,2.0,-1.8,93.369,-34.8,0.6509999999999999,5008.7
41.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,160.0,2.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0
40.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,4.0,4.0,539.0,12.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.864,5191.0
33.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,9.0,1.0,137.0,1.0,999.0,0.0,1.0,-3.4,92.431,-26.9,0.728,5017.5
41.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,11.0,3.0,422.0,2.0,999.0,0.0,1.0,-3.0,92.713,-33.0,0.7070000000000001,5023.5
35.0,9.0,1.0,,,0.0,0.0,1.0,4.0,3.0,1224.0,2.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.86,5191.0
38.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,4.0,3.0,136.0,2.0,999.0,1.0,0.0,-1.8,92.893,-46.2,1.266,5099.1
39.0,7.0,1.0,3.0,0.0,1.0,0.0,1.0,5.0,4.0,554.0,1.0,999.0,0.0,1.0,1.4,94.465,-41.8,4.967,5228.1
27.0,10.0,2.0,6.0,0.0,1.0,1.0,0.0,6.0,3.0,538.0,2.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.958,5228.1
24.0,9.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,4.0,192.0,4.0,26.0,1.0,2.0,-1.7,94.215,-40.3,0.885,4991.6
37.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,654.0,2.0,999.0,0.0,1.0,1.4,94.465,-41.8,4.864,5228.1
43.0,9.0,1.0,5.0,,0.0,0.0,0.0,7.0,1.0,926.0,2.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.966,5228.1
43.0,9.0,1.0,6.0,,,,0.0,4.0,1.0,426.0,1.0,999.0,1.0,0.0,-1.8,92.893,-46.2,1.291,5099.1
75.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,162.0,1.0,6.0,2.0,2.0,-1.8,93.749,-34.6,0.642,5008.7
31.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,9.0,1.0,213.0,1.0,999.0,0.0,1.0,-3.4,92.431,-26.9,0.737,5017.5
31.0,2.0,,6.0,0.0,0.0,0.0,0.0,9.0,3.0,164.0,1.0,999.0,0.0,1.0,-3.4,92.431,-26.9,0.722,5017.5
50.0,9.0,2.0,5.0,0.0,1.0,1.0,0.0,5.0,3.0,160.0,1.0,999.0,1.0,0.0,-2.9,92.963,-40.8,1.26,5076.2
47.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,1.0,181.0,3.0,999.0,1.0,0.0,-2.9,92.963,-40.8,1.262,5076.2
34.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,7.0,0.0,89.0,1.0,999.0,0.0,1.0,-2.9,92.201,-31.4,0.821,5076.2
39.0,1.0,1.0,1.0,,0.0,0.0,0.0,6.0,1.0,634.0,1.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.962,5228.1
30.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,7.0,1.0,41.0,1.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.963,5228.1
35.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,10.0,2.0,630.0,1.0,999.0,0.0,1.0,-0.1,93.2,-42.0,4.12,5195.8
55.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,6.0,4.0,687.0,1.0,999.0,2.0,0.0,-1.7,94.215,-40.3,0.79,4991.6
33.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,7.0,4.0,111.0,1.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.966,5228.1
25.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,4.0,3.0,506.0,2.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.266,5099.1
41.0,1.0,1.0,0.0,,1.0,0.0,0.0,3.0,4.0,184.0,4.0,999.0,0.0,1.0,-1.8,93.075,-47.1,1.405,5099.1
53.0,9.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,421.0,1.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.264,5099.1
36.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,56.0,2.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.864,5191.0
38.0,1.0,1.0,1.0,,0.0,0.0,1.0,5.0,1.0,1045.0,3.0,999.0,0.0,1.0,1.4,94.465,-41.8,4.864,5228.1
32.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,4.0,4.0,1692.0,2.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.855,5191.0
60.0,0.0,1.0,,0.0,0.0,0.0,0.0,10.0,1.0,787.0,1.0,7.0,2.0,2.0,-1.1,94.767,-50.8,1.046,4963.6
41.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,66.0,1.0,999.0,0.0,1.0,1.4,94.465,-41.8,4.96,5228.1
35.0,9.0,1.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,594.0,2.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.963,5228.1
55.0,0.0,1.0,5.0,,1.0,1.0,1.0,10.0,1.0,514.0,2.0,999.0,0.0,1.0,-0.1,93.2,-42.0,4.1530000000000005,5195.8
70.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,252.0,1.0,3.0,1.0,2.0,-1.7,94.055,-39.8,0.732,4991.6
35.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,1356.0,3.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.96,5228.1
40.0,9.0,2.0,6.0,0.0,1.0,0.0,0.0,7.0,4.0,117.0,2.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.966,5228.1
45.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,290.0,1.0,999.0,0.0,1.0,1.4,94.465,-41.8,4.961,5228.1
50.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0,1.0,587.0,2.0,999.0,1.0,0.0,-2.9,92.201,-31.4,0.8590000000000001,5076.2
41.0,7.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,2.0,324.0,2.0,999.0,0.0,1.0,1.4,94.465,-41.8,4.962,5228.1
27.0,0.0,2.0,3.0,,0.0,0.0,0.0,6.0,0.0,1105.0,2.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.96,5228.1
39.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,476.0,1.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.327,5099.1
53.0,5.0,0.0,3.0,,1.0,0.0,0.0,6.0,1.0,256.0,1.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.962,5228.1
78.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,4.0,212.0,2.0,999.0,0.0,1.0,-3.4,92.431,-26.9,0.72,5017.5
24.0,8.0,2.0,3.0,0.0,1.0,0.0,0.0,4.0,1.0,153.0,2.0,6.0,2.0,2.0,-1.8,93.876,-40.0,0.6679999999999999,5008.7
35.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,580.0,1.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.291,5099.1
33.0,0.0,1.0,6.0,0.0,,,0.0,7.0,4.0,57.0,1.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.964,5228.1
20.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,267.0,1.0,999.0,0.0,1.0,-2.9,92.201,-31.4,0.879,5076.2
30.0,9.0,2.0,5.0,0.0,0.0,1.0,1.0,6.0,3.0,156.0,7.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.963,5228.1
46.0,9.0,1.0,6.0,,0.0,0.0,0.0,7.0,0.0,139.0,1.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.97,5228.1
35.0,9.0,1.0,5.0,0.0,0.0,0.0,0.0,7.0,1.0,441.0,1.0,999.0,0.0,1.0,-2.9,92.201,-31.4,0.8590000000000001,5076.2
31.0,9.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,4.0,172.0,2.0,999.0,0.0,1.0,-1.8,93.369,-34.8,0.653,5008.7
34.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,381.0,3.0,999.0,0.0,1.0,1.4,94.465,-41.8,4.947,5228.1
46.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,5.0,0.0,502.0,5.0,999.0,0.0,1.0,1.4,94.465,-41.8,4.865,5228.1
39.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0,3.0,1321.0,6.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.968,5228.1
54.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,2870.0,2.0,999.0,0.0,1.0,-1.8,93.075,-47.1,1.483,5099.1
51.0,9.0,1.0,5.0,0.0,1.0,0.0,0.0,4.0,4.0,153.0,1.0,999.0,1.0,0.0,-1.8,92.893,-46.2,1.25,5099.1
50.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,4.0,4.0,152.0,4.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.864,5191.0
56.0,1.0,1.0,0.0,,1.0,1.0,1.0,4.0,4.0,1252.0,1.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.859,5191.0
44.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0,1.0,175.0,2.0,999.0,2.0,0.0,-2.9,92.201,-31.4,0.883,5076.2
35.0,9.0,1.0,5.0,0.0,1.0,0.0,0.0,7.0,0.0,185.0,1.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.965,5228.1
34.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,2299.0,2.0,999.0,0.0,1.0,-1.8,93.075,-47.1,1.453,5099.1
19.0,8.0,2.0,,0.0,1.0,0.0,0.0,3.0,0.0,205.0,1.0,999.0,1.0,0.0,-1.8,93.075,-47.1,1.405,5099.1
43.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,6.0,1.0,145.0,2.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.961,5228.1
42.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,4.0,3.0,172.0,4.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.855,5191.0
30.0,9.0,2.0,5.0,0.0,1.0,0.0,0.0,4.0,3.0,512.0,1.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.327,5099.1
42.0,9.0,0.0,6.0,0.0,1.0,0.0,1.0,4.0,4.0,46.0,3.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.864,5191.0
25.0,7.0,0.0,3.0,0.0,1.0,1.0,0.0,5.0,3.0,437.0,2.0,999.0,0.0,1.0,-2.9,92.963,-40.8,1.26,5076.2
28.0,8.0,2.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,1144.0,2.0,999.0,0.0,1.0,-2.9,92.963,-40.8,1.266,5076.2
54.0,5.0,1.0,5.0,,0.0,0.0,0.0,7.0,1.0,95.0,2.0,999.0,0.0,1.0,-2.9,92.201,-31.4,0.838,5076.2
24.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0,4.0,276.0,1.0,999.0,0.0,1.0,-2.9,92.201,-31.4,0.8490000000000001,5076.2
36.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,4.0,0.0,305.0,1.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.264,5099.1
31.0,9.0,2.0,6.0,0.0,1.0,0.0,1.0,6.0,3.0,426.0,1.0,6.0,2.0,2.0,-1.7,94.215,-40.3,0.899,4991.6
34.0,7.0,1.0,3.0,0.0,1.0,0.0,0.0,10.0,1.0,78.0,1.0,999.0,0.0,1.0,-0.1,93.2,-42.0,4.1530000000000005,5195.8
35.0,9.0,2.0,5.0,0.0,1.0,0.0,0.0,6.0,1.0,360.0,1.0,11.0,2.0,2.0,-1.7,94.215,-40.3,0.835,4991.6
44.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,368.0,1.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.963,5228.1
35.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,7.0,2.0,132.0,1.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.965,5228.1
49.0,9.0,0.0,2.0,,1.0,0.0,1.0,4.0,0.0,185.0,1.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0
39.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,121.0,2.0,999.0,0.0,1.0,-1.8,93.075,-47.1,1.405,5099.1
39.0,1.0,1.0,0.0,,1.0,0.0,1.0,4.0,2.0,85.0,1.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.8580000000000005,5191.0
37.0,7.0,1.0,2.0,,1.0,0.0,1.0,4.0,2.0,211.0,1.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.281,5099.1
30.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,10.0,2.0,109.0,1.0,999.0,1.0,0.0,-0.1,93.2,-42.0,4.12,5195.8
40.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,837.0,2.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.962,5228.1
36.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,189.0,2.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0
52.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,4.0,174.0,2.0,3.0,1.0,2.0,-2.9,92.963,-40.8,1.268,5076.2
43.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,4.0,2.0,112.0,7.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0
40.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,161.0,5.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.963,5228.1
37.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,9.0,2.0,727.0,3.0,999.0,0.0,1.0,-3.4,92.431,-26.9,0.742,5017.5
39.0,4.0,1.0,6.0,0.0,1.0,0.0,0.0,5.0,2.0,95.0,1.0,999.0,0.0,1.0,-2.9,92.963,-40.8,1.26,5076.2
33.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,4.0,264.0,2.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.3130000000000002,5099.1
35.0,9.0,2.0,5.0,,1.0,0.0,0.0,6.0,3.0,105.0,5.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.968,5228.1
39.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,4.0,1.0,163.0,3.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.856,5191.0
34.0,10.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0,21.0,5.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.2990000000000002,5099.1
54.0,10.0,1.0,3.0,0.0,1.0,0.0,0.0,11.0,2.0,346.0,1.0,999.0,0.0,1.0,-3.0,92.713,-33.0,0.721,5023.5
44.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,4.0,2.0,98.0,1.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.859,5191.0
47.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,308.0,2.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.963,5228.1
