age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
35.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,568.0,1.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.3130000000000002,5099.1
53.0,6.0,1.0,2.0,0.0,1.0,1.0,0.0,7.0,4.0,1241.0,7.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.964,5228.1
36.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,3.0,67.0,2.0,999.0,0.0,1.0,1.4,94.465,-41.8,4.961,5228.1
38.0,0.0,1.0,3.0,,1.0,0.0,1.0,4.0,0.0,265.0,9.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0
48.0,9.0,0.0,5.0,0.0,1.0,0.0,0.0,7.0,2.0,78.0,3.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.967,5228.1
37.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,292.0,3.0,999.0,0.0,1.0,-1.8,93.876,-40.0,0.682,5008.7
41.0,9.0,2.0,5.0,,1.0,0.0,0.0,10.0,1.0,68.0,2.0,4.0,1.0,2.0,-0.1,93.2,-42.0,4.1530000000000005,5195.8
49.0,1.0,1.0,0.0,,0.0,0.0,1.0,4.0,4.0,187.0,1.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.859,5191.0
32.0,7.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,6.0,6.0,999.0,1.0,0.0,-1.8,93.075,-47.1,1.405,5099.1
50.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,6.0,3.0,567.0,5.0,999.0,0.0,1.0,-2.9,92.469,-33.6,1.072,5076.2
32.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,6.0,3.0,117.0,1.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.963,5228.1
26.0,1.0,2.0,3.0,,0.0,0.0,1.0,5.0,0.0,108.0,2.0,999.0,0.0,1.0,1.4,94.465,-41.8,4.961,5228.1
50.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,10.0,4.0,5.0,7.0,999.0,0.0,1.0,-0.1,93.2,-42.0,4.021,5195.8
31.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,7.0,2.0,547.0,1.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.967,5228.1
54.0,3.0,1.0,0.0,,1.0,0.0,0.0,7.0,2.0,523.0,3.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.964,5228.1
30.0,9.0,1.0,5.0,0.0,0.0,0.0,1.0,4.0,3.0,390.0,3.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.855,5191.0
30.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,7.0,3.0,1109.0,11.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.962,5228.1
47.0,1.0,1.0,0.0,,1.0,0.0,0.0,4.0,0.0,115.0,1.0,999.0,1.0,0.0,-1.8,92.893,-46.2,1.2990000000000002,5099.1
37.0,2.0,1.0,6.0,,1.0,0.0,0.0,10.0,0.0,151.0,2.0,999.0,1.0,0.0,-0.1,93.2,-42.0,4.191,5195.8
31.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,1.0,139.0,2.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.963,5228.1
32.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,2.0,165.0,2.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.963,5228.1
36.0,4.0,1.0,6.0,0.0,1.0,0.0,0.0,4.0,0.0,267.0,1.0,999.0,1.0,0.0,-1.8,92.893,-46.2,1.354,5099.1
38.0,0.0,2.0,6.0,,1.0,0.0,0.0,8.0,2.0,153.0,1.0,3.0,1.0,2.0,-3.4,92.379,-29.8,0.768,5017.5
31.0,0.0,2.0,6.0,0.0,1.0,0.0,1.0,9.0,1.0,125.0,1.0,999.0,0.0,1.0,-0.1,93.798,-40.4,4.86,5195.8
29.0,9.0,2.0,5.0,0.0,0.0,0.0,0.0,10.0,1.0,449.0,2.0,1.0,1.0,2.0,-1.1,94.767,-50.8,1.046,4963.6
29.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,2.0,0.0,215.0,1.0,999.0,0.0,1.0,-1.8,93.369,-34.8,0.639,5008.7
30.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,4.0,0.0,742.0,4.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.354,5099.1
34.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,28.0,5.0,999.0,0.0,1.0,-1.8,93.075,-47.1,1.405,5099.1
36.0,1.0,1.0,,0.0,0.0,0.0,0.0,3.0,4.0,231.0,2.0,999.0,0.0,1.0,-1.8,93.075,-47.1,1.405,5099.1
65.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,258.0,1.0,3.0,3.0,2.0,-1.1,94.601,-49.5,1.043,4963.6
60.0,6.0,1.0,5.0,,0.0,0.0,1.0,5.0,1.0,247.0,5.0,999.0,0.0,1.0,1.4,94.465,-41.8,4.961,5228.1
39.0,9.0,2.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,844.0,1.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.291,5099.1
38.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,2.0,0.0,69.0,1.0,999.0,0.0,1.0,-1.8,92.843,-50.0,1.811,5099.1
29.0,9.0,1.0,6.0,0.0,1.0,0.0,1.0,4.0,0.0,90.0,4.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0
42.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,7.0,1.0,173.0,1.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.963,5228.1
31.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,108.0,3.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0
33.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,507.0,3.0,999.0,0.0,1.0,-1.8,93.075,-47.1,1.372,5099.1
31.0,9.0,1.0,5.0,0.0,1.0,0.0,0.0,7.0,3.0,707.0,1.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.964,5228.1
36.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,7.0,4.0,263.0,1.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.964,5228.1
31.0,3.0,1.0,0.0,,0.0,0.0,1.0,4.0,3.0,196.0,2.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.86,5191.0
35.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,11.0,1.0,554.0,1.0,999.0,0.0,1.0,-3.0,92.713,-33.0,0.7070000000000001,5023.5
26.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,4.0,4.0,2462.0,1.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.855,5191.0
47.0,1.0,1.0,,,0.0,0.0,1.0,7.0,3.0,753.0,13.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.964,5228.1
29.0,7.0,1.0,3.0,,1.0,0.0,0.0,4.0,3.0,161.0,1.0,999.0,1.0,0.0,-1.8,92.893,-46.2,1.266,5099.1
51.0,2.0,1.0,5.0,,0.0,0.0,0.0,4.0,0.0,59.0,1.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.2990000000000002,5099.1
64.0,,1.0,,0.0,1.0,0.0,1.0,7.0,4.0,239.0,4.0,999.0,0.0,1.0,-1.7,94.027,-38.3,0.905,4991.6
34.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,123.0,2.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.2990000000000002,5099.1
53.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,64.0,5.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.965,5228.1
56.0,9.0,1.0,5.0,0.0,1.0,0.0,1.0,4.0,0.0,483.0,5.0,999.0,0.0,1.0,-1.8,93.876,-40.0,0.682,5008.7
30.0,9.0,1.0,6.0,0.0,1.0,1.0,0.0,6.0,0.0,204.0,4.0,999.0,0.0,1.0,-1.7,94.215,-40.3,0.87,4991.6
38.0,2.0,1.0,2.0,,0.0,1.0,0.0,6.0,1.0,133.0,2.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.962,5228.1
71.0,5.0,1.0,2.0,0.0,1.0,1.0,0.0,6.0,4.0,230.0,6.0,999.0,0.0,1.0,-1.7,94.215,-40.3,0.8959999999999999,4991.6
26.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,1.0,209.0,3.0,999.0,0.0,1.0,1.4,94.465,-41.8,4.961,5228.1
51.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0,3.0,644.0,2.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.963,5228.1
38.0,1.0,2.0,3.0,,1.0,0.0,1.0,5.0,2.0,936.0,1.0,999.0,0.0,1.0,1.4,94.465,-41.8,4.864,5228.1
46.0,0.0,1.0,3.0,,0.0,0.0,0.0,7.0,4.0,49.0,3.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.966,5228.1
34.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,7.0,3.0,377.0,6.0,3.0,1.0,2.0,-2.9,92.201,-31.4,0.851,5076.2
50.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,4.0,0.0,213.0,4.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.264,5099.1
65.0,4.0,1.0,,0.0,0.0,0.0,0.0,11.0,2.0,456.0,2.0,9.0,1.0,2.0,-3.0,92.713,-33.0,0.715,5023.5
29.0,9.0,2.0,6.0,0.0,0.0,0.0,1.0,7.0,4.0,36.0,1.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.963,5228.1
36.0,2.0,1.0,6.0,0.0,1.0,0.0,0.0,6.0,2.0,191.0,2.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.963,5228.1
35.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,9.0,2.0,300.0,1.0,999.0,0.0,1.0,-3.4,92.431,-26.9,0.7240000000000001,5017.5
40.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,258.0,2.0,999.0,0.0,1.0,1.4,94.465,-41.8,4.961,5228.1
81.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,4.0,166.0,3.0,999.0,0.0,1.0,-3.0,92.713,-33.0,0.7140000000000001,5023.5
36.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,151.0,1.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.344,5099.1
29.0,1.0,2.0,0.0,,1.0,0.0,0.0,4.0,4.0,325.0,1.0,999.0,1.0,0.0,-1.8,92.893,-46.2,1.3130000000000002,5099.1
33.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,53.0,1.0,999.0,1.0,0.0,-2.9,92.963,-40.8,1.262,5076.2
29.0,8.0,2.0,3.0,0.0,1.0,0.0,0.0,10.0,3.0,670.0,1.0,999.0,0.0,1.0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
28.0,4.0,2.0,6.0,0.0,1.0,0.0,0.0,4.0,1.0,245.0,1.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.291,5099.1
33.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,4.0,90.0,2.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.963,5228.1
42.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,7.0,2.0,128.0,3.0,999.0,0.0,1.0,-2.9,92.201,-31.4,0.8340000000000001,5076.2
34.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,8.0,4.0,290.0,2.0,999.0,0.0,1.0,-3.4,92.379,-29.8,0.773,5017.5
75.0,5.0,1.0,,0.0,0.0,0.0,1.0,7.0,1.0,676.0,2.0,999.0,4.0,0.0,-1.7,94.027,-38.3,0.899,4991.6
32.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0,10.0,3.0,454.0,1.0,999.0,0.0,1.0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
31.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,3.0,1207.0,1.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.86,5191.0
38.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,2231.0,1.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.856,5191.0
41.0,10.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,276.0,4.0,10.0,1.0,2.0,-1.8,92.893,-46.2,1.244,5099.1
60.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,149.0,1.0,12.0,1.0,2.0,-1.8,93.749,-34.6,0.635,5008.7
37.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1138.0,2.0,999.0,1.0,0.0,-1.8,93.075,-47.1,1.466,5099.1
45.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,252.0,2.0,999.0,0.0,1.0,1.4,94.465,-41.8,4.96,5228.1
70.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,422.0,3.0,999.0,1.0,0.0,-1.8,92.843,-50.0,1.629,5099.1
33.0,9.0,2.0,5.0,0.0,1.0,1.0,0.0,6.0,0.0,554.0,1.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.96,5228.1
43.0,9.0,1.0,5.0,0.0,0.0,0.0,0.0,7.0,3.0,211.0,3.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.962,5228.1
32.0,9.0,1.0,3.0,0.0,1.0,0.0,0.0,7.0,2.0,30.0,1.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.964,5228.1
44.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,164.0,1.0,999.0,0.0,1.0,1.4,93.444,-36.1,4.963,5228.1
51.0,9.0,1.0,2.0,,1.0,0.0,0.0,6.0,0.0,114.0,1.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.962,5228.1
20.0,8.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,267.0,2.0,999.0,0.0,1.0,-1.8,92.843,-50.0,1.538,5099.1
56.0,1.0,1.0,2.0,,0.0,0.0,0.0,6.0,4.0,282.0,2.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.962,5228.1
56.0,2.0,1.0,6.0,0.0,1.0,1.0,0.0,3.0,3.0,259.0,1.0,999.0,0.0,1.0,-1.8,93.075,-47.1,1.365,5099.1
38.0,9.0,1.0,5.0,0.0,,,1.0,7.0,0.0,473.0,2.0,9.0,1.0,2.0,-2.9,92.201,-31.4,0.821,5076.2
26.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,203.0,4.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.963,5228.1
49.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,3.0,1.0,218.0,2.0,999.0,3.0,0.0,-1.8,93.749,-34.6,0.644,5008.7
42.0,9.0,1.0,5.0,0.0,1.0,0.0,0.0,4.0,3.0,251.0,3.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.266,5099.1
33.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,369.0,3.0,999.0,0.0,1.0,-1.1,94.199,-37.5,0.882,4963.6
41.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,377.0,6.0,999.0,0.0,1.0,-1.8,92.843,-50.0,1.778,5099.1
26.0,9.0,1.0,6.0,0.0,1.0,0.0,0.0,6.0,2.0,175.0,1.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.962,5228.1
39.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,100.0,5.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.962,5228.1
50.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,462.0,1.0,4.0,1.0,2.0,-1.7,94.215,-40.3,0.8959999999999999,4991.6
48.0,7.0,2.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,1202.0,3.0,999.0,0.0,1.0,-1.8,93.075,-47.1,1.405,5099.1
25.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,64.0,2.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.25,5099.1
33.0,7.0,1.0,3.0,0.0,1.0,0.0,0.0,4.0,4.0,521.0,2.0,999.0,0.0,1.0,-1.8,92.893,-46.2,1.25,5099.1
26.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,3.0,106.0,1.0,999.0,0.0,1.0,1.4,93.918,-42.7,4.958,5228.1
31.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,369.0,1.0,999.0,0.0,1.0,-0.1,93.2,-42.0,4.191,5195.8
23.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,80.0,1.0,999.0,0.0,1.0,-2.9,92.201,-31.4,0.861,5076.2
29.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,249.0,2.0,999.0,0.0,1.0,1.1,93.994,-36.4,4.857,5191.0
34.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,9.0,1.0,135.0,1.0,999.0,0.0,1.0,-0.1,93.798,-40.4,4.86,5195.8
